date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:47:40	50220/50220	---M-Z	200	added ('OK')	text/html	etag:%22c42c-65426c1b-fd4f22ae29d20b9c;gz%22	https://m100.ditsolution.net/html/cat-shop/shop-details.html	C:/Users/ORANGE/Desktop/hihi/m100.ditsolution.net/html/cat-shop/shop-details.html	(from https://m100.ditsolution.net/html/cat-shop/)
13:47:41	34355/34355	---M-Z	200	added ('OK')	text/html	etag:%228633-65426c1b-583e8beb82ae852d;gz%22	https://m100.ditsolution.net/html/cat-shop/service.html	C:/Users/ORANGE/Desktop/hihi/m100.ditsolution.net/html/cat-shop/service.html	(from https://m100.ditsolution.net/html/cat-shop/)
13:47:41	38808/38808	---M-Z	200	added ('OK')	text/html	etag:%229798-65426c1a-707d1b00bd8cda9c;gz%22	https://m100.ditsolution.net/html/cat-shop/service-details.html	C:/Users/ORANGE/Desktop/hihi/m100.ditsolution.net/html/cat-shop/service-details.html	(from https://m100.ditsolution.net/html/cat-shop/)
13:47:42	42915/42915	---M-Z	200	added ('OK')	text/html	etag:%22a7a3-65426c1b-1d169fe7d1337e90;gz%22	https://m100.ditsolution.net/html/cat-shop/team-member.html	C:/Users/ORANGE/Desktop/hihi/m100.ditsolution.net/html/cat-shop/team-member.html	(from https://m100.ditsolution.net/html/cat-shop/)
13:47:43	33464/33464	---M-Z	200	added ('OK')	text/html	etag:%2282b8-65426c1b-748c37a4af7d4654;gz%22	https://m100.ditsolution.net/html/cat-shop/testimonial.html	C:/Users/ORANGE/Desktop/hihi/m100.ditsolution.net/html/cat-shop/testimonial.html	(from https://m100.ditsolution.net/html/cat-shop/)
13:47:44	32559/32559	---M-Z	200	added ('OK')	text/html	etag:%227f2f-65426c1a-ebfc91fcb80e4ea0;gz%22	https://m100.ditsolution.net/html/cat-shop/about.html	C:/Users/ORANGE/Desktop/hihi/m100.ditsolution.net/html/cat-shop/about.html	(from https://m100.ditsolution.net/html/cat-shop/)
13:47:44	33408/33408	---M-Z	200	added ('OK')	text/html	etag:%228280-65426c1a-9764677814c6e50e;gz%22	https://m100.ditsolution.net/html/cat-shop/pricing.html	C:/Users/ORANGE/Desktop/hihi/m100.ditsolution.net/html/cat-shop/pricing.html	(from https://m100.ditsolution.net/html/cat-shop/)
13:47:45	35697/35697	---M-Z	200	added ('OK')	text/html	etag:%228b71-65426c1b-421a44ab624f12e2;gz%22	https://m100.ditsolution.net/html/cat-shop/why-choose-us.html	C:/Users/ORANGE/Desktop/hihi/m100.ditsolution.net/html/cat-shop/why-choose-us.html	(from https://m100.ditsolution.net/html/cat-shop/)
13:47:45	38675/38675	---M-Z	200	added ('OK')	text/html	etag:%229713-65426c1a-4a39b3dcd6b5c5bd;gz%22	https://m100.ditsolution.net/html/cat-shop/cart.html	C:/Users/ORANGE/Desktop/hihi/m100.ditsolution.net/html/cat-shop/cart.html	(from https://m100.ditsolution.net/html/cat-shop/)
13:47:48	43017/43017	---M-Z	200	added ('OK')	text/html	etag:%22a809-65426c1a-10dcb5b6e49d18a5;gz%22	https://m100.ditsolution.net/html/cat-shop/checkout.html	C:/Users/ORANGE/Desktop/hihi/m100.ditsolution.net/html/cat-shop/checkout.html	(from https://m100.ditsolution.net/html/cat-shop/)
13:47:50	35647/35647	---M-Z	200	added ('OK')	text/html	etag:%228b3f-65426c1a-8e8ca36c3aa43e37;gz%22	https://m100.ditsolution.net/html/cat-shop/faq.html	C:/Users/ORANGE/Desktop/hihi/m100.ditsolution.net/html/cat-shop/faq.html	(from https://m100.ditsolution.net/html/cat-shop/)
13:47:52	35333/35333	---M-Z	200	added ('OK')	text/html	etag:%228a05-65426c1a-696f225ec87a3a4c;gz%22	https://m100.ditsolution.net/html/cat-shop/blog.html	C:/Users/ORANGE/Desktop/hihi/m100.ditsolution.net/html/cat-shop/blog.html	(from https://m100.ditsolution.net/html/cat-shop/)
13:47:53	52925/52925	---M-Z	200	added ('OK')	text/html	etag:%22cebd-65426c1a-f535d86e8db952f3;gz%22	https://m100.ditsolution.net/html/cat-shop/blog-list.html	C:/Users/ORANGE/Desktop/hihi/m100.ditsolution.net/html/cat-shop/blog-list.html	(from https://m100.ditsolution.net/html/cat-shop/)
13:47:53	51893/51893	---M-Z	200	added ('OK')	text/html	etag:%22cab5-65426c1a-3d8bea6d7cb16ac4;gz%22	https://m100.ditsolution.net/html/cat-shop/blog-details.html	C:/Users/ORANGE/Desktop/hihi/m100.ditsolution.net/html/cat-shop/blog-details.html	(from https://m100.ditsolution.net/html/cat-shop/)
13:47:54	36055/36055	---M-Z	200	added ('OK')	text/html	etag:%228cd7-65426c1a-4c4baab9239fb730;gz%22	https://m100.ditsolution.net/html/cat-shop/contact.html	C:/Users/ORANGE/Desktop/hihi/m100.ditsolution.net/html/cat-shop/contact.html	(from https://m100.ditsolution.net/html/cat-shop/)
13:47:55	4502/4502	---M--	200	added ('OK')	image/png	etag:%221196-65426c1e-d99a494756f9d19f;;;%22	https://m100.ditsolution.net/html/cat-shop/assets/images/shape/banner-shape.png	C:/Users/ORANGE/Desktop/hihi/m100.ditsolution.net/html/cat-shop/assets/images/shape/banner-shape.png	(from https://m100.ditsolution.net/html/cat-shop/)
13:47:56	283/283	---M--	200	added ('OK')	image/png	etag:%2211b-65426c1e-2ffce7ba85eb858a;;;%22	https://m100.ditsolution.net/html/cat-shop/assets/images/shape/banner-shape2.png	C:/Users/ORANGE/Desktop/hihi/m100.ditsolution.net/html/cat-shop/assets/images/shape/banner-shape2.png	(from https://m100.ditsolution.net/html/cat-shop/)
13:47:57	2239/2239	---M--	200	added ('OK')	image/png	etag:%228bf-65426c1e-9772f5efec499020;;;%22	https://m100.ditsolution.net/html/cat-shop/assets/images/shape/banner-shape3.png	C:/Users/ORANGE/Desktop/hihi/m100.ditsolution.net/html/cat-shop/assets/images/shape/banner-shape3.png	(from https://m100.ditsolution.net/html/cat-shop/)
13:47:58	702/702	---M--	200	added ('OK')	image/png	etag:%222be-65426c1e-e399d7892b75eeb7;;;%22	https://m100.ditsolution.net/html/cat-shop/assets/images/shape/banner-shape5.png	C:/Users/ORANGE/Desktop/hihi/m100.ditsolution.net/html/cat-shop/assets/images/shape/banner-shape5.png	(from https://m100.ditsolution.net/html/cat-shop/)
13:47:58	4012/4012	---M--	200	added ('OK')	image/png	etag:%22fac-65426c1e-3379825075d6f315;;;%22	https://m100.ditsolution.net/html/cat-shop/assets/images/shape/banner-shape4.png	C:/Users/ORANGE/Desktop/hihi/m100.ditsolution.net/html/cat-shop/assets/images/shape/banner-shape4.png	(from https://m100.ditsolution.net/html/cat-shop/)
13:48:04	290853/290853	---M--	200	added ('OK')	image/png	etag:%2247025-65426c1f-db3782a11690c2d1;;;%22	https://m100.ditsolution.net/html/cat-shop/assets/images/main-thumb/banner-thumb.png	C:/Users/ORANGE/Desktop/hihi/m100.ditsolution.net/html/cat-shop/assets/images/main-thumb/banner-thumb.png	(from https://m100.ditsolution.net/html/cat-shop/)
